bill_number,bill_name,year,type,category,ministry,introduced_in,introduced_by,introduced_date,passed_ls_date,passed_rs_date,assented_date,status,committee_referred,committee_report_date,act_no,act_year,introduced_file,report_file,gazette_file 
116,"The Tribunals Reforms Bill, 2021",2021,Government,Financial Bill,FINANCE,Lok Sabha,,2021-08-02,2021-08-03,2021-08-09,13/08/2021,Passed,,,33,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/116_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-116-gaz.pdf?source=loksabhadocs
XXXI,"THE LIMITED LIABILITY PARTNERSHIP (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,CORPORATE AFFAIRS,Rajya Sabha,,2021-07-30,2021-08-09,2021-08-04,13/08/2021,Passed,,,31,2021,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/LLP as int-E.pdf?source=legislation,,
XXVIII,"THE DEPOSIT INSURANCE AND CREDIT GUARANTEE CORPORATION (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,FINANCE,Rajya Sabha,,2021-07-30,2021-08-09,2021-08-04,13/08/2021,Passed,,,30,2021,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/deposit insurance-E.pdf?source=legislation,,
115,"THE GENERAL INSURANCE BUSINESS (NATIONALISATION) AMENDMENT BILL, 2021",2021,Government,Ordinary Bill,FINANCE,Lok Sabha,,2021-07-30,2021-08-02,2021-08-11,18/08/2021,Assented,,,37,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/115_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-115-gaz.pdf?source=loksabhadocs
115,"THE GENERAL INSURANCE BUSINESS (NATIONALISATION) AMENDMENT BILL, 2021",2021,Government,Ordinary Bill,FINANCE,Lok Sabha,,2021-07-30,2021-08-02,2021-08-11,18/08/2021,Passed,,,37,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/115_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-115-gaz.pdf?source=loksabhadocs
110,"THE COMMISSION FOR AIR QUALITY MANAGEMENT IN NATIONAL CAPITAL REGION AND ADJOINING AREAS BILL, 2021",2021,Government,Financial Bill,ENVIRONMENT AND FORESTS,Lok Sabha,,2021-07-30,2021-08-04,2021-08-05,12/08/2021,Assented,,,29,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/110_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-110-gaz.pdf?source=loksabhadocs
110,"THE COMMISSION FOR AIR QUALITY MANAGEMENT IN NATIONAL CAPITAL REGION AND ADJOINING AREAS BILL, 2021",2021,Government,Financial Bill,ENVIRONMENT AND FORESTS,Lok Sabha,,2021-07-30,2021-08-04,2021-08-05,12/08/2021,Passed,,,29,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/110_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-110-gaz.pdf?source=loksabhadocs
XXVI,"THE COCONUT DEVELOPMENT BOARD (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,AGRICULTURE & FARMERS WELFARE,Rajya Sabha,,2021-07-29,2021-08-04,2021-07-30,07/08/2021,Assented,,,22,2021,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/coconut as int-E.pdf?source=legislation,,
XXVI,"THE COCONUT DEVELOPMENT BOARD (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,AGRICULTURE & FARMERS WELFARE,Rajya Sabha,,2021-07-29,2021-08-04,2021-07-30,07/08/2021,Passed,,,22,2021,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/coconut as int-E.pdf?source=legislation,,
103,"The Appropriation (No. 4) Bill, 2021",2021,Government,Money Bill,FINANCE,Lok Sabha,,2021-07-28,2021-07-28,,17/08/2021,Assented,,,36,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/103_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-103-gaz.pdf?source=loksabhadocs
103,"The Appropriation (No. 4) Bill, 2021",2021,Government,Money Bill,FINANCE,Lok Sabha,,2021-07-28,2021-07-28,,17/08/2021,Passed,,,36,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/103_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-103-gaz.pdf?source=loksabhadocs
102,"The Appropriation (No. 3) Bill, 2021",2021,Government,Money Bill,FINANCE,Lok Sabha,,2021-07-28,2021-07-28,,17/08/2021,Assented,,,35,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/102_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-102-gaz.pdf?source=loksabhadocs
102,"The Appropriation (No. 3) Bill, 2021",2021,Government,Money Bill,FINANCE,Lok Sabha,,2021-07-28,2021-07-28,,17/08/2021,Passed,,,35,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/102_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-102-gaz.pdf?source=loksabhadocs
104,"The Insolvency and Bankruptcy Code (Amendment) Bill, 2021",2021,Government,Ordinary Bill,CORPORATE AFFAIRS,Lok Sabha,,2021-07-26,2021-07-28,2021-08-03,11/08/2021,Assented,,,26,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/104_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-104-gaz.pdf?source=loksabhadocs
104,"The Insolvency and Bankruptcy Code (Amendment) Bill, 2021",2021,Government,Ordinary Bill,CORPORATE AFFAIRS,Lok Sabha,,2021-07-26,2021-07-28,2021-08-03,11/08/2021,Passed,,,26,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/104_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-104-gaz.pdf?source=loksabhadocs
99,"THE INLAND VESSELS BILL, 2021",2021,Government,Financial Bill,SHIPPING,Lok Sabha,,2021-07-22,2021-07-29,2021-08-02,11/08/2021,Assented,,,24,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/99_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-99-gaz.pdf?source=loksabhadocs
99,"THE INLAND VESSELS BILL, 2021",2021,Government,Financial Bill,SHIPPING,Lok Sabha,,2021-07-22,2021-07-29,2021-08-02,11/08/2021,Passed,,,24,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/99_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-99-gaz.pdf?source=loksabhadocs
101,"The Essential Defence Services Bill, 2021",2021,Government,Ordinary Bill,DEFENCE,Lok Sabha,,2021-07-22,2021-08-03,2021-08-05,11/08/2021,Assented,,,25,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/101_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-101-gaz.pdf?source=loksabhadocs
101,"The Essential Defence Services Bill, 2021",2021,Government,Ordinary Bill,DEFENCE,Lok Sabha,,2021-07-22,2021-08-03,2021-08-05,11/08/2021,Passed,,,25,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/101_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-101-gaz.pdf?source=loksabhadocs
77,"THE AIRPORTS ECONOMIC REGULATORY AUTHORITY OF INDIA (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,CIVIL AVIATION,Lok Sabha,,2021-03-24,2021-07-29,2021-08-04,12/08/2021,Assented,,,28,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/77_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-77-gaz.pdf?source=loksabhadocs
77,"THE AIRPORTS ECONOMIC REGULATORY AUTHORITY OF INDIA (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,CIVIL AVIATION,Lok Sabha,,2021-03-24,2021-07-29,2021-08-04,12/08/2021,Passed,,,28,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/77_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-77-gaz.pdf?source=loksabhadocs
76,"THE NATIONAL BANK FOR FINANCING INFRASTRUCTURE AND DEVELOPMENT BILL, 2021",2021,Government,Financial Bill,FINANCE,Lok Sabha,,2021-03-22,2021-03-23,2021-03-25,28/03/2021,Assented,,,17,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/76_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-76-gaz.pdf?source=loksabhadocs
72,"THE JAMMU AND KASHMIR APPROPRIATION BILL, 2021",2021,Government,Money Bill,FINANCE,Lok Sabha,,2021-03-18,2021-03-18,2021-03-23,25/03/2021,Assented,,,12,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/72_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-72-gaz.pdf?source=loksabhadocs
71,"THE PUDUCHERRY APPROPRIATION BILL, 2021",2021,Government,Money Bill,FINANCE,Lok Sabha,,2021-03-18,2021-03-18,2021-03-23,25/03/2021,Assented,,,11,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/71_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-71-gaz.pdf?source=loksabhadocs
70,"THE PUDUCHERRY APPROPRIATION (VOTE ON ACCOUNT) BILL, 2021",2021,Government,Money Bill,FINANCE,Lok Sabha,,2021-03-18,2021-03-18,2021-03-23,25/03/2021,Assented,,,10,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/70_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-70-gaz.pdf?source=loksabhadocs
69,"THE JAMMU AND KASHMIR APPROPRIATION (No. 2) BILL, 2021",2021,Government,Money Bill,FINANCE,Lok Sabha,,2021-03-18,2021-03-18,2021-03-23,25/03/2021,Assented,,,9,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/69_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-69-gaz.pdf?source=loksabhadocs
17,"The Appropriation Bill, 2021",2021,Government,Money Bill,FINANCE,Lok Sabha,,2021-03-18,2021-03-18,2021-03-23,25/03/2021,Assented,,,5,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/17_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-17-gaz.pdf?source=loksabhadocs
53,"The Appropriation (No.2) Bill, 2021",2021,Government,Money Bill,FINANCE,Lok Sabha,,2021-03-17,2021-03-17,2021-03-23,25/03/2021,Assented,,,7,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/53 _2020_LS_ENG.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-53-gaz.pdf?source=loksabhadocs
XX,"THE INSURANCE (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,CORPORATE AFFAIRS,Rajya Sabha,,2021-03-15,2021-03-22,2021-03-18,25/03/2021,Assented,,,6,2021,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Insurance-RSI-15321-E.pdf?source=legislation,,
XX,"THE INSURANCE (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,CORPORATE AFFAIRS,Rajya Sabha,,2021-03-15,2021-03-22,2021-03-18,25/03/2021,Passed,,,6,2021,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/Insurance-RSI-15321-E.pdf?source=legislation,,
65,"THE MINES AND MINERALS (DEVELOPMENT AND REGULATION) AMENDMENT BILL, 2021",2021,Government,Financial Bill,COAL AND MINES,Lok Sabha,,2021-03-15,2021-03-19,2021-03-22,28/03/2021,Assented,,,16,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/65_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-65-gaz.pdf?source=loksabhadocs
60,"THE MARINE AIDS TO NAVIGATION BILL, 2021",2021,Government,Financial Bill,SHIPPING,Lok Sabha,,2021-03-15,2021-03-22,2021-07-27,31/07/2021,Assented,,,20,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/60_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-60-gaz.pdf?source=loksabhadocs
60,"THE MARINE AIDS TO NAVIGATION BILL, 2021",2021,Government,Financial Bill,SHIPPING,Lok Sabha,,2021-03-15,2021-03-22,2021-07-27,31/07/2021,Passed,,,20,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/60_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-60-gaz.pdf?source=loksabhadocs
56,"THE JUVENILE JUSTICE (CARE AND PROTECTION OF CHILDREN) AMENDMENT BILL, 2021",2021,Government,Ordinary Bill,WOMEN AND CHILD DEVELOPMENT,Lok Sabha,,2021-03-15,2021-03-24,2021-07-28,07/08/2021,Assented,,,23,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/56_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-56-gaz.pdf?source=loksabhadocs
56,"THE JUVENILE JUSTICE (CARE AND PROTECTION OF CHILDREN) AMENDMENT BILL, 2021",2021,Government,Ordinary Bill,WOMEN AND CHILD DEVELOPMENT,Lok Sabha,,2021-03-15,2021-03-24,2021-07-28,07/08/2021,Passed,,,23,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/56_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-56-gaz.pdf?source=loksabhadocs
55,"THE GOVERNMENT OF NATIONAL CAPITAL TERRITORY OF DELHI (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,HOME AFFAIRS,Lok Sabha,,2021-03-15,2021-03-22,2021-03-24,28/03/2021,Assented,,,15,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/55_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-55-gaz.pdf?source=loksabhadocs
54,"THE NATIONAL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,CHEMICALS AND FERTILIZERS,Lok Sabha,,2021-03-15,2021-12-06,2021-12-09,18/12/2021,Assented,,,43,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/54_2021_LS_Eng.pdf?source=legislation,,
54,"THE NATIONAL INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,CHEMICALS AND FERTILIZERS,Lok Sabha,,2021-03-15,2021-12-06,2021-12-09,18/12/2021,Passed,,,43,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/54_2021_LS_Eng.pdf?source=legislation,,
19,"THE TRIBUNALS REFORMS (RATIONALISATION AND CONDITIONS OF SERVICE) BILL, 2021",2021,Government,Financial Bill,FINANCE,Lok Sabha,,2021-02-13,,,,Withdrawn,,,,,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/19_2021_LS_Eng.pdf?source=legislation,,
18,"THE CONSTITUTION (SCHEDULED CASTES) ORDER (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,SOCIAL JUSTICE AND EMPOWERMENT,Lok Sabha,,2021-02-13,2021-03-19,2021-03-22,13/04/2021,Assented,,,18,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/18_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-18-gaz.pdf?source=loksabhadocs
VI,"THE NATIONAL CAPITAL TERRITORY OF DELHI LAWS (SPECIAL PROVISIONS) SECOND (AMENDMENT) BILL, 2021",2021,Government,Ordinance Replacing Bill,Housing and Urban Affairs,Rajya Sabha,,2021-02-08,2021-03-10,2021-02-09,12/03/2021,Assented,,,4,2021,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/nct delhi As Int-E-08022021.pdf?source=legislation,,
VI,"THE NATIONAL CAPITAL TERRITORY OF DELHI LAWS (SPECIAL PROVISIONS) SECOND (AMENDMENT) BILL, 2021",2021,Government,Ordinance Replacing Bill,Housing and Urban Affairs,Rajya Sabha,,2021-02-08,2021-03-10,2021-02-09,12/03/2021,Passed,,,4,2021,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/nct delhi As Int-E-08022021.pdf?source=legislation,,
IV,"THE JAMMU AND KASHMIR REORGANISATION (AMENDMENT) BILL, 2021",2021,Government,Ordinance Replacing Bill,HOME AFFAIRS,Rajya Sabha,,2021-02-04,2021-02-13,2021-02-08,25/02/2021,Assented,,,2,2021,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/J K Reorg Bill-As intro RS-E-4 2 21.pdf?source=legislation,,
IV,"THE JAMMU AND KASHMIR REORGANISATION (AMENDMENT) BILL, 2021",2021,Government,Ordinance Replacing Bill,HOME AFFAIRS,Rajya Sabha,,2021-02-04,2021-02-13,2021-02-08,25/02/2021,Passed,,,2,2021,https://sansad.in/getFile/BillsTexts/RSBillTexts/Asintroduced/J K Reorg Bill-As intro RS-E-4 2 21.pdf?source=legislation,,
16,"THE ARBITRATION AND CONCILIATION (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,LAW AND JUSTICE,Lok Sabha,,2021-02-04,2021-02-12,2021-03-10,11/03/2021,Assented,,,3,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/16_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-16-gaz.pdf?source=loksabhadocs
16,"THE ARBITRATION AND CONCILIATION (AMENDMENT) BILL, 2021",2021,Government,Ordinary Bill,LAW AND JUSTICE,Lok Sabha,,2021-02-04,2021-02-12,2021-03-10,11/03/2021,Passed,,,3,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/16_2021_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-16-gaz.pdf?source=loksabhadocs
15,"The Finance Bill, 2021",2021,Government,Money Bill,FINANCE,Lok Sabha,,2021-02-01,2021-03-23,2021-03-24,28/03/2021,Assented,,,13,2021,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/15_2021_LS_E.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2021-15-gaz.pdf?source=loksabhadocs
124,"THE JAMMU AND KASHMIR OFFICIAL LANGUAGES BILL, 2020",2020,Government,Ordinary Bill,HOME AFFAIRS,Lok Sabha,,2020-09-22,2020-09-22,2020-09-23,26/09/2020,Assented,,,23,2020,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/124_2020_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-124-gaz.pdf?source=loksabhadocs
124,"THE JAMMU AND KASHMIR OFFICIAL LANGUAGES BILL, 2020",2020,Government,Ordinary Bill,HOME AFFAIRS,Lok Sabha,,2020-09-22,2020-09-22,2020-09-23,26/09/2020,Passed,,,23,2020,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/124_2020_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-124-gaz.pdf?source=loksabhadocs
123,"THE FOREIGN CONTRIBUTION (REGULATION) AMENDMENT BILL, 2020",2020,Government,Ordinary Bill,HOME AFFAIRS,Lok Sabha,,2020-09-20,2020-09-21,2020-09-23,28/09/2020,Assented,,,33,2020,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/123_2020_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-123-gaz.pdf?source=loksabhadocs
123,"THE FOREIGN CONTRIBUTION (REGULATION) AMENDMENT BILL, 2020",2020,Government,Ordinary Bill,HOME AFFAIRS,Lok Sabha,,2020-09-20,2020-09-21,2020-09-23,28/09/2020,Passed,,,33,2020,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/123_2020_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-123-gaz.pdf?source=loksabhadocs
122,"THE OCCUPATIONAL SAFETY, HEALTH AND WORKING CONDITIONS CODE, 2020",2020,Government,Financial Bill,LABOUR,Lok Sabha,,2020-09-19,2020-09-22,2020-09-23,28/09/2020,Assented,,,37,2020,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/122_2020_LS_ENG.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-122-gaz.pdf?source=loksabhadocs
122,"THE OCCUPATIONAL SAFETY, HEALTH AND WORKING CONDITIONS CODE, 2020",2020,Government,Financial Bill,LABOUR,Lok Sabha,,2020-09-19,2020-09-22,2020-09-23,28/09/2020,Passed,,,37,2020,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/122_2020_LS_ENG.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-122-gaz.pdf?source=loksabhadocs
121,"THE CODE ON SOCIAL SECURITY, 2020",2020,Government,Financial Bill,LABOUR,Lok Sabha,,2020-09-19,2020-09-22,2020-09-23,28/09/2020,Assented,,,36,2020,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/121_2020_LS_ENG.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-121-gaz.pdf?source=loksabhadocs
121,"THE CODE ON SOCIAL SECURITY, 2020",2020,Government,Financial Bill,LABOUR,Lok Sabha,,2020-09-19,2020-09-22,2020-09-23,28/09/2020,Passed,,,36,2020,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/121_2020_LS_ENG.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-121-gaz.pdf?source=loksabhadocs
120,"THE INDUSTRIAL RELATIONS CODE, 2020",2020,Government,Financial Bill,LABOUR,Lok Sabha,,2020-09-19,2020-09-22,2020-09-23,28/09/2020,Assented,,,35,2020,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/120_2020_LS_ENG.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-120-gaz.pdf?source=loksabhadocs
120,"THE INDUSTRIAL RELATIONS CODE, 2020",2020,Government,Financial Bill,LABOUR,Lok Sabha,,2020-09-19,2020-09-22,2020-09-23,28/09/2020,Passed,,,35,2020,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/120_2020_LS_ENG.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-120-gaz.pdf?source=loksabhadocs
118,"THE APPROPRIATION (No. 3) BILL, 2020",2020,Government,Money Bill,FINANCE,Lok Sabha,,2020-09-18,2020-09-18,2020-09-23,25/09/2020,Assented,,,27,2020,https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/118_2020_LS_Eng.pdf?source=legislation,,https://sansad.in/getFile/BillsPDFFiles/Notification/2020-118-gaz.pdf?source=loksabhadocs
